,description_short,adress,zip_code,price_cold,price_warm,rooms,area,yearbuild,url
674,"Traum auf 95 qm! Erstbezug *3 Zimmer, 2 Balkone und EBK*",Heidestraße 19  10557 Berlin,10557,1699.37,1985.78,3.0,95.47,2019,https://www.immonet.de/angebot/41477620
675,Charmante 3-Zimmer Altbauwohnung !,Dietzgenstraße 55  13156 Berlin,13156,1211.08,1490.56,3.0,93.16,1900,https://www.immonet.de/angebot/41340893
676,Sanierte familienfreundliche 3- Zimmer- Erdgeschosswohnung mit Terasse und Stellplatz,15711 Königs Wusterhausen,15711,904.88,NaN,3.0,73.33,1930,https://www.immonet.de/angebot/41352397
677,"ZUHAUSE FÜR GENIEßER MIT DACHGARTEN Moderne 3-Zi-Whg im Berliner Stadtquartier ""SÜDKREUZ""",Quartiersweg 5  10829 Berlin,10829,1254.32,1462.14,3.0,74.25,2020,https://www.immonet.de/angebot/41406145
678,"Weitläufige Loftwohnung im Altstadtkern Teltow, früherer Bauernhof",14513 Teltow,14513,3500.0,4250.0,NA,390.0,NA,https://www.immonet.de/angebot/40776324
679,"GÜNSTIGE TOP-moderne 2-ZIMMER-WOHNUNG RUHIG AUF GRÜNEM GARTEN zwischen Schloßpark und ""Kaufland""",Augustastraße 29  16515 Oranienburg,16515,539.0,629.0,2.0,42.0,1923,https://www.immonet.de/angebot/41079511
680,Blick zum Fernsehturm inklusive,Neptunstr. 24  13409 Berlin,13409,848.34,1026.26,2.0,60.38,2016,https://www.immonet.de/angebot/41640953
681,Vollmöbliertes all-inclusive Apartment in Top-Lage!,Albrechtstr. 33  12167 Berlin,12167,770.0,850.0,1.0,26.72,1966,https://www.immonet.de/angebot/41151146
682,Wohnglück - 4-Zimmer-Wohnung,Ernst-Thälmann-Platz 12a  14641 Wustermark,14641,1037.0,1271.07,4.0,95.4,2019,https://www.immonet.de/angebot/41558769
683,helle kernsanierte 2 Zimmer Wohnung mit sonnigem Balkon,Peschkestraße 7  12161 Berlin,12161,598.0,763.0,2.0,42.69,1988,https://www.immonet.de/angebot/31676222
684,- für sofort- geräumige Wohnung  mit Terrasse,Selma-Lagerlöf-Ring 47 b  14822 Borkwalde,14822,660.0,810.0,3.0,80.07,1995,https://www.immonet.de/angebot/41663087
685,"Urbanstraße 121, 10967 (Kreuzberg)",Urbanstraße 121  10967 Berlin,10967,1018.5,1202.88,1.0,33.95,1910,https://www.immonet.de/angebot/40572236
686,"ZUHAUSE FÜR LUXUSLIEBHABER MIT CO-WORKING SPACE - Moderne 3-Zi-Whg im Berliner Stadtquartier ""SÜDKREUZ""",Gotenstraße 53  10829 Berlin,10829,1553.89,1799.99,3.0,88.0,2020,https://www.immonet.de/angebot/41447509
687,Lichtdruchflutete Wohnung im Boxhagener Kiez mit Balkon !,Boxhagener Straße 69  10245 Berlin,10245,1119.04,1342.85,2.0,69.94,1900,https://www.immonet.de/angebot/41340676
688,Erstbezug: Modernes ruhiges Vollkomfortwohnen in etablierter Lage an der Schloßstraße,Schloßstraße 92  12163 Berlin,12163,1713.0,NaN,3.0,90.0,2020,https://www.immonet.de/angebot/41523336
689,Quartier Heidestrasse: Stilvolle 3-Zimmer-Wohnung mit viel Komfort und Smart-Home-Funktionen,Heidestraße / Planstraße / Dreieckplatz .  10557 Berlin,10557,1535.0,NaN,3.0,87.81,2020,https://www.immonet.de/angebot/40965111
690,NEU - WOHN T RAUM - THE METROPOLITAN PARK IN BERLIN STAAKEN,The Metropolitan Park  13591 Berlin,13591,835.0,1063.0,2.0,75.84,1935,https://www.immonet.de/angebot/41666911
691,Wohnen im Königstadt-Quartier - 3-Zimmerwohnung mit EBK und Balkon,Pauline-Staegemann-Str. 4  10249 Berlin,10249,1720.0,2020.0,3.0,89.0,2020,https://www.immonet.de/angebot/41020379
692,Fully Furnished Room with all bills included In Co- Living Apartment,Klara Franke Straße 24  10557 Berlin,10557,NA,579.0,1.0,13.0,2019,https://www.immonet.de/angebot/38352977
693,Sonnige Wohnung mit 2 Balkonen in Mahlsdorf,Kohlisstr. 5a  12623 Berlin,12623,1493.36,1794.51,5.0,135.76,1904,https://www.immonet.de/angebot/41640390
694,Lichtdurchflutete 4-Zimmer-Wohnung inkl Dachterrasse und Smart-Home-Features,Heidestraße / Planstraße / Dreieckplatz .  10557 Berlin,10557,2759.0,NaN,4.0,141.32,2020,https://www.immonet.de/angebot/40965092
695,Wohnung gesucht? Diese 3-Raum-Wohnung sucht neue Mieter!,13507 Berlin,13507,475.0,NaN,3.0,72.0,NA,https://www.immonet.de/angebot/41564247
696,Schicke Vierraumwohnung  *EBK / Balkon / Erstbezug*,Röbellweg 4/6  13125 Berlin,13125,1567.43,1902.33,4.0,129.54,2020,https://www.immonet.de/angebot/41401334
697,"Sonnenhöfe - große 4 Zimmer mit Wannenbad, Gästebad, EBK und Balkon",Angerstraße 8  12529 Schönefeld,12529,1049.0,1358.0,4.0,96.44,2019,https://www.immonet.de/angebot/41256432
698,Großstadtflair in exzellenter Lage!,Rudolph-von-Gneist-Gasse 03/08 4  10785 Berlin,10785,1470.0,1778.0,2.0,86.0,1998,https://www.immonet.de/angebot/40119507
699,Geschmackvolle 4-Raum-DG-Wohnung mit Balkon und Einbauküche in Schönefeld,Theodor-Fontane-Allee 26  12529 Schönefeld,12529,1085.04,1338.66,4.0,86.5,2019,https://www.immonet.de/angebot/40368199
700,Erstklassiges Wohnen im Herzen Berlins - Erstbezug!,Fromet-und-Moses-Mendelssohn-Platz 3  10969 Berlin,10969,2500.0,2850.0,5.0,134.0,2020,https://www.immonet.de/angebot/40425329
701,"ERSTBEZUG! 3 Zimmer-Neubauwohnung nahe dem Berliner Tiergarten! Große Terrasse, EBK, NEUBAU!",10785 Berlin,10785,2190.0,2583.0,3.0,112.27,2019,https://www.immonet.de/angebot/41446854
702,"Einziehen und Wohlfühlen! Moderne, super helle 3 Zimmerwhg mit 2 Bädern, 2 Balkonen und EBK in EUROPACITY",Lydia-Rabinowitsch-Straße  10557 Berlin,10557,1500.0,1740.0,3.0,77.93,2020,https://www.immonet.de/angebot/41619184
703,Pärchenapartment mit Badewanne!,Kastanienallee 32  12627 Berlin,12627,589.0,729.0,2.0,53.98,1985,https://www.immonet.de/angebot/41206822
704,"Erstbezug! Beeindruckendes Dachgeschoss, 5 Zimmer, 2 Bäder, 2 Terrassen!",Rothenburgstraße 44  12163 Berlin,12163,1790.0,NaN,5.0,113.0,2020,https://www.immonet.de/angebot/41665225
705,Seeblick- Wunderschöne Wohnung im Herzen von Geltow (Neubau),Auf dem Berge 9  14548 Schwielowsee,14548,1220.0,NaN,3.0,73.89,NA,https://www.immonet.de/angebot/41221511
706,Günstiges Wohnen für Senioren (60+) - WBS erforderlich,Selgenauer Weg 4  12355 Berlin,12355,218.41,323.41,1.0,36.29,1975,https://www.immonet.de/angebot/41650014
707,Ein besonderes Lebensgefühl im Grandaire mit Highlights wie ein hauseigenes Gym uvm,Voltairestraße 11  10179 Berlin,10179,3121.89,NaN,3.5,143.54,2017,https://www.immonet.de/angebot/41625549
708,Rollstuhlgerechte 2 Zimmer Wohnung mit Loggia!,Niederstraße 19  13158 Berlin,13158,739.0,928.0,2.0,78.24,1994,https://www.immonet.de/angebot/41617805
709,Seniorenwohnhaus - Wohnberechtigungsschein für ältere Menschen erforderlich!,Bernauer Str. 141- 145  13507 Berlin,13507,489.42,748.42,2.0,58.51,1985,https://www.immonet.de/angebot/41595121
710,"Stadtdomizil in zentraler, ruhiger Lage - charmanter Stuckaltbau - nahe Kudamm / KaDeWe",Keithstraße  10787 Berlin,10787,1789.0,2036.0,3.0,176.98,1900,https://www.immonet.de/angebot/41611893
711,Möblierte Wohnung mit EBK und TERRASSE in Berlin (Bohnsdorf),Buntzelstraße 72  12526 Berlin,12526,650.0,795.0,2.0,49.0,2011,https://www.immonet.de/angebot/41070219
712,Luftiges Dachgeschoß *4-Zimmer-Wohnung*,Ringpromenade 27  16761 Hennigsdorf,16761,970.0,1320.0,4.0,96.28,1996,https://www.immonet.de/angebot/41621453
713,2-Raum-Wohnung am S-Bahnhof Köpenick,Seelenbinderstraße 20  12555 Berlin,12555,559.0,689.0,2.0,43.0,1903,https://www.immonet.de/angebot/41638027
714,Maisonetten-Wohnung mit Kamin im Herzen von Oranienburg,Lehnitzstr. 11b  16515 Oranienburg,16515,1200.0,1500.0,4.0,120.0,1997,https://www.immonet.de/angebot/41494118
715,"Sonnige EG-Wohnung mit grüner Terrasse!**Besichtigung: So,  2308 // 14:00 Uhr**",Fritz-Reuter-Str. 9  15344 Strausberg,15344,936.0,1171.0,3.0,80.0,2019,https://www.immonet.de/angebot/41137801
716,Geräumige Familienwohnung mit Dachterrasse!,La-Rochelle-Straße 82  13127 Berlin,13127,949.0,1219.0,3.0,89.74,1996,https://www.immonet.de/angebot/41558000
717,Der Sonne entgegen! Geräumige 3-­Zimmer­-DG­-Wohnung in ruhiger & grüner Lage!,An den Pfühlen 14  16348 Wandlitz,16348,1195.0,1464.0,3.0,99.63,NA,https://www.immonet.de/angebot/41573752
718,Helle 2-Zimmer-Wohnung im Erstbezug - perfekt für Singles und Paare,Am Lückefeld 29  15831 Mahlow,15831,627.34,NaN,2.0,44.81,2020,https://www.immonet.de/angebot/40918076
719,3-Raum Wohnung mit XXL-Balkon,Hamburger Straße 14c  14641 Pessin,14641,352.0,526.0,3.0,57.7,1964,https://www.immonet.de/angebot/41580554
720,Sonnenhöfe - 3 Zimmer mit Tageslichtbad zum Januar 2021,Angerstraße 21  12529 Schönefeld,12529,869.0,1110.0,3.0,73.79,2019,https://www.immonet.de/angebot/40875243
721,"Wunderschöne, neu erstellte DG-Wohnung***familientauglich***",Freienwalder Str. 22  13359 Berlin,13359,2145.0,2502.5,5.0,143.0,NA,https://www.immonet.de/angebot/41546861
722,Erstbezug im Königstadt-Quartier - 3-Zimmerwohnung mit stilvollem Interieur,Pauline-Staegemann-Str. 2  10249 Berlin,10249,1475.0,1735.0,3.0,76.79,2020,https://www.immonet.de/angebot/41331635
723,-für sofort- schöne Wohnung in ruhiger Wohngegend,Selma-Lagerlöf-Ring 7  14822 Borkwalde,14822,510.0,640.0,3.0,68.12,1994,https://www.immonet.de/angebot/41103582
724,Schmuckstück auf 26 m² inkl Pantry-Küche,Heidestraße 19  10557 Berlin,10557,856.04,990.0,1.0,26.79,2019,https://www.immonet.de/angebot/41302990
725,GRANDAIRE BERLIN - Luxeriöses Wohnen im 9 Stock!,10179 Berlin,10179,1369.0,1692.4,2.0,53.9,2017,https://www.immonet.de/angebot/41637869
726,Exklusive 3- Zimmerwohnung mit Süd-Ost-Balkon am Rosenanger,Rosenanger 9  15745 Wildau,15745,1023.91,1255.37,3.0,83.38,2019,https://www.immonet.de/angebot/41108334
727,"DIE Alternative zum Hotel! Vollmöblierte, hochwertig ausgestattete 2 Zimmer mit Parkett, EBK und Balkon",Brandenburgische Straße 55a  10707 Berlin,10707,1000.0,1250.0,2.0,53.7,2019,https://www.immonet.de/angebot/41624439
728,"Thaerstraße 44, 10249 Berlin (Friedrichshain)",10249 Berlin,10249,1123.2,1298.17,1.0,35.1,1914,https://www.immonet.de/angebot/40519187
729,"gut geschnittes 5 Zimmer-Dachgeschoss, mit großzügiger Terrasse",12439 Berlin,12439,1944.38,2263.13,5.0,127.5,2020,https://www.immonet.de/angebot/41381867
730,Wundervoll & Schön! 29m² Apartment,Heidestraße 19  10557 Berlin,10557,790.65,940.0,1.0,29.87,2019,https://www.immonet.de/angebot/41302975
731,Absolut trendig! Moderne 2-Zimmer Wohnung im Fritz Tower mit hochwertiger Küche und vielen EXTRAS,Lehrter Straße 24B  10557 Berlin,10557,950.0,1215.0,2.0,47.63,2020,https://www.immonet.de/angebot/41625960
732,Ruhiges Apartment nahe Kudamm - Erstbezug nach Sanierung -Lift-Großer Balkon-Parkett-Bosch EBK,Westfälische Straße 56  10711 Berlin,10711,780.0,NaN,1.5,39.0,1900,https://www.immonet.de/angebot/41400951
733,Repräsentative und gemütliche 2-Zimmer-Wohnung in Berlin-Mitte - vollmöbliert,Voltairestrasse 11  10179 Berlin,10179,1590.0,1980.0,2.0,68.5,2020,https://www.immonet.de/angebot/41292625
734,4-Zi-Wohnung am Schweizerhofpark - Seniorenwohnanlage St Otto,Johannesstraße 17  14165 Berlin,14165,1623.05,1935.18,4.0,109.0,2018,https://www.immonet.de/angebot/41389100
735,Fantastische 4-Zimmer-Wohnung mit 2 Bädern und Balkon,10557 Berlin,10557,1875.0,NaN,4.0,126.78,2019,https://www.immonet.de/angebot/39354756
736,Neubau 4 Zimmer Wohnung in Dahlem mit großer Loggia und Balkon,Clayallee 225  14195 Berlin,14195,2900.0,3860.0,4.0,152.0,2019,https://www.immonet.de/angebot/41282654
737,"Schöne, neu ausgebaute 3 Zimmer Wohnung * Echtholzparkett * Badewanne *",Britzer Damm 86  12347 Berlin,12347,1378.72,1478.72,3.0,98.48,2020,https://www.immonet.de/angebot/39833427
738,"Gepflegte, geräumige möblierte Wohnung",Leonorenstr. 9  12247 Berlin,12247,1132.34,NaN,1.0,62.0,1968,https://www.immonet.de/angebot/41650227
739,MODERNISIERTE ALTBAUWOHNUNG MIT FISCHGRÄTPARKETT UND STUCK,Nonnendammallee 95  13629 Berlin,13629,1080.0,1305.0,3.0,97.96,1918,https://www.immonet.de/angebot/41640455
740,"2,5 Zimmer - Lichtdurchflutetes Zuhause zum Wohlfühlen !!",Vergissmeinnichtweg 16  12526 Berlin,12526,904.5,1088.75,2.5,67.0,NA,https://www.immonet.de/angebot/40514075
741,Maisonette-Wohnung mit Balkon und in gehobenem Standard,14656 Brieselang,14656,1000.0,1100.0,3.0,96.0,2017,https://www.immonet.de/angebot/41628109
742,Möbliertes Apartment in Berlin-Dahlem,Misdroyer Str. 38  14199 Berlin,14199,1249.0,1499.0,1.0,31.07,2020,https://www.immonet.de/angebot/41018314
743,traumhaft schöne 5-Zimmer Bürofläche in Berlin-Mitte,Torstraße 179  10115 Berlin,10115,4732.0,NaN,5.0,182.0,NA,https://www.immonet.de/angebot/40437625
744,Dreizimmerwohnung mit großem  Balkon im Erstbezug mit Fahrstuhl / barierrefrei - letzte Wohnung-,14979 Großbeeren,14979,998.16,1206.11,3.0,83.18,NA,https://www.immonet.de/angebot/41649583
745,"Sofort verfügbar! Helle 3-Zimmer mit tollem Grundriss, Gemeinschaftsgarten und Blick auf den Lehnitzsee",Magnus-Hirschfeld-Straße  16515 Oranienburg,16515,1476.0,NaN,3.0,123.0,NA,https://www.immonet.de/angebot/39587258
746,Schöne 3-Raum-Wohnung am Neustadt Markt *Balkon,14776 Brandenburg,14776,707.0,870.0,3.0,74.38,NA,https://www.immonet.de/angebot/41594086
747,großzügig geschnittene 2-Zimmer Wohnung mit eigener Terrasse in der City West,14199 Berlin,14199,1020.0,1252.0,2.0,68.8,2020,https://www.immonet.de/angebot/41418515
748,Altbauwohnung im Dachgeschoss im historischen Zentrum von Erkner,Ernst-Thälmann-Str. 19  15537 Erkner,15537,815.0,983.0,2.5,84.0,1920,https://www.immonet.de/angebot/41157961
749,Wohnen wie im Vogelnest,Am Eichenhain 59  13465 Berlin,13465,903.0,1103.0,2.0,85.0,1998,https://www.immonet.de/angebot/41567014
750,Schmuckes Apartment mit Balkon für Studenten!!,Heidestraße 19  10557 Berlin,10557,786.07,940.0,1.0,30.79,2019,https://www.immonet.de/angebot/41302979
751,Berlin Karlshorst 2-Raum-Wohnung im 2 Obergeschoss,10318 Berlin,10318,584.95,709.95,2.0,72.09,1918,https://www.immonet.de/angebot/41666427
752,"4 Zimmer im sanierten Altbau mit Balkon, sonnig und grün im Kietz",Dreiserstraße 20  12587 Berlin,12587,1749.0,1989.0,4.0,120.0,2005,https://www.immonet.de/angebot/41665684
753,"Wohnen genießen in den Wannseegärten: Renovierte 3 Zimmer + große Terrasse, Einbauküche, Parkett",Max-Liebermann-Allee 26  14109 Berlin,14109,1700.0,2100.0,3.0,130.0,2009,https://www.immonet.de/angebot/40518196
754,Einzel- und Onlinebesichtigungen möglich: Praktisch geschnittene 3-Zimmerwohnung mit EBK und Balkon,Aldebaranstraße 8  12529 Schönefeld,12529,854.0,1085.0,3.0,72.33,2020,https://www.immonet.de/angebot/41554672
755,Kleines Apartment am Wald,Waldpromenade 2  15537 Erkner,15537,240.0,310.0,1.0,34.42,1990,https://www.immonet.de/angebot/41601274
756,neues Wohnen in NAUEN - 3 Zimmer mit flexiblem Einzugstermin,Allee zu den Mühlenstücken 3  14641 Nauen,14641,799.0,1027.0,3.0,81.43,2019,https://www.immonet.de/angebot/40536539
757,Voll möbliertes Appartement in der Potsdamer Waldstadt - ideal für Studenten,Johannes-R-Becher-Straße 1  14478 Potsdam,14478,500.0,600.0,1.0,24.95,2017,https://www.immonet.de/angebot/40965436
758,neues Wohnen in NAUEN - großzügige 3 Raum mit Balkon und Einbauküche im Erstbezug,Bauernfeldallee 2  14641 Nauen,14641,819.0,1047.0,3.0,81.3,2019,https://www.immonet.de/angebot/41496474
759,Wohnung mit Gartenterrasse am Alex Wo gibts denn sowas,Berolinastr. 7 a  10178 Berlin,10178,1261.5,1419.43,2.0,63.17,2017,https://www.immonet.de/angebot/41329981
760,"Wunderschöne 5-Zimmer-Altbauwohnung in ruhiger, zentraler Lage mit 156qm",Am Klubhaus 5  14482 Potsdam,14482,2150.0,2500.0,5.0,156.0,1946,https://www.immonet.de/angebot/41599001
761,"ERSTBEZUG! Hochwertige Neubauwohnung in Berlin-Tiergarten! 3 Terrassen, 3 Bäder, EBK, HWR!",10785 Berlin,10785,3264.0,3850.0,4.0,167.36,2019,https://www.immonet.de/angebot/41446839
762,"Toplage, ruhige 3-Zimmer-Wohnung mit großer Südloggia im Grünen in Berlin Mitte","Scharnhorststr. 31, B 2-3  10115 Berlin",10115,1800.0,1995.0,3.0,90.0,2015,https://www.immonet.de/angebot/41552458
763,Apartment an der Spree,Stralauer Platz 35  10243 Berlin,10243,NA,1160.0,1.0,45.0,2018,https://www.immonet.de/angebot/41538494
764,Hier scheint immer die Sonne Erstbezug,Rosenfelder Straße 27  10315 Berlin,10315,945.84,1149.53,2.0,67.56,2020,https://www.immonet.de/angebot/41360334
765,Erstbezug! Kompakte 3-Zimmerwohnung mit hochwertiger Ausstattung,Pauline-Staegemann-Str. 2  10249 Berlin,10249,1355.0,1595.0,3.0,70.64,2020,https://www.immonet.de/angebot/41599503
766,Erstbezug mit Spreeblick - jetzt Besichtiungstermin vereinbaren!,Bachstraße 1  10555 Berlin,10555,1520.0,2200.0,2.0,80.0,2020,https://www.immonet.de/angebot/40918835
767,Seeblick auf den Schwielowsee im Herzen von Geltow (Neubau),Auf dem Berge 9  14548 Schwielowsee,14548,1200.0,NaN,3.0,79.48,NA,https://www.immonet.de/angebot/41388419
768,IMMOBERLINDE:  Ersteinzug zur Miete! Wohnung mit Süd- & Westbalkon bei der Spree,10557 Berlin,10557,1660.0,NaN,3.0,84.0,NA,https://www.immonet.de/angebot/41234481
769,Mitte - Schön geschnitten möbliert u Balkon-2 ZiApartment,Hedwig-Porschütz-Straße 30  10557 Berlin,10557,1324.0,1559.0,2.0,60.0,2020,https://www.immonet.de/angebot/41665242
770,2 Zi höchste Wohnqualität im schönen Grünau,Regattastraße 27  12527 Berlin,12527,852.17,1014.71,2.0,66.9,2020,https://www.immonet.de/angebot/41242946
771,Rathausvillen - 3 Zimmer Penthouse mit 40 qm Terrasse im Erstbezug,Rathausgasse 10  12529 Schönefeld,12529,1199.0,1425.65,3.0,90.66,2020,https://www.immonet.de/angebot/40620525
772,Dreizimmerwohnung im Dachgeschoss,14612 Falkensee,14612,475.0,535.0,3.0,49.65,1935,https://www.immonet.de/angebot/41328566
773,Wunderschöne 2-Raumwohnung in ruhiger Lage in Hennigsdorf mit Balkon und Duschbad sucht neuen Mieter,An der Wildbahn 22  16761 Hennigsdorf,16761,450.0,NaN,2.0,62.0,1950,https://www.immonet.de/angebot/41503430
774,Luxuriöses Wohnen mit eigener Dachterrasse !,Gutenbergstraße 95  14467 Potsdam,14467,1270.58,1495.0,2.0,74.74,NA,https://www.immonet.de/angebot/40510359
775,Wohnen auf der INSEL!!!! 15 m² Dachterrasse inklusive!!!,Eiswerderstr. 17h  13585 Berlin,13585,1290.0,NaN,2.0,55.0,NA,https://www.immonet.de/angebot/41279792
776,Helle Single-Neubau-Wohnung mit toller Aufteilung,Am Lückefeld 29  15831 Mahlow,15831,610.09,NaN,1.0,47.85,2020,https://www.immonet.de/angebot/40487087
777,"Voll möbliertes, helles, frisch saniertes 1-Zimmer-Altbau (1914)-Apartment mitten im Prenzlauer Berg (Winsviertel)",10405 Berlin,10405,580.0,890.0,1.0,44.0,1914,https://www.immonet.de/angebot/41618668
778,"Renovierte EG-Idylle für Pärchen & Singles - mit Terrasse, Wanne, Dusche & Fußbodenheizung!",Blankenfelder Straße 40  13127 Berlin,13127,690.0,940.0,3.0,70.44,1996,https://www.immonet.de/angebot/41197791
779,Luxus von seiner schönsten Seite *Wohnen im Grandaire* Dachgarten und Gym inklusive,Voltairestraße 11  10179 Berlin,10179,3265.42,NaN,3.5,143.54,2017,https://www.immonet.de/angebot/41081930
780,"Verfügbar ab sofort! Sonnige 60qm, mit Balkon, Badewanne und Einbauküche",Lietzenburger Str 88  10719 Berlin,10719,750.0,885.0,1.0,59.62,NA,https://www.immonet.de/angebot/41566139
781,Helle 3 Zimmer-Wohnung,Mudrastr. 17  12247 Berlin,12247,844.25,1139.25,3.0,91.0,1984,https://www.immonet.de/angebot/41619470
782,Exklusive 3-Zimmer-Wohnung mit Terrasse und EBK! Einzelbesichtigungen und virtuelle Besichtigungen,Nesselweg 17  13158 Berlin,13158,1130.0,1390.0,3.0,85.32,2020,https://www.immonet.de/angebot/40059022
783,Sonne pur den ganzen Tag Erstbezug,Rosenfelder Ring 150  10315 Berlin,10315,1598.67,1896.35,3.0,103.14,2020,https://www.immonet.de/angebot/41360339
784,Traumhafte Altbauwohnung -restauriert & modernisiert-,14467 Potsdam,14467,2019.68,2381.08,3.0,115.41,2019,https://www.immonet.de/angebot/40501220
785,"Tageslichtbad, EBK, 2x Balkon zum Erstbezug!",Heidestraße 19  10557 Berlin,10557,1719.32,2017.64,3.0,99.44,2019,https://www.immonet.de/angebot/41477337
786,Beeindruckender Neubau direkt am Wasser!,Invalidenstraße H4_04/11 79  10557 Berlin,10557,3600.0,4065.0,5.0,157.0,2019,https://www.immonet.de/angebot/38516850
787,Erstbezug im Neubau für Senioren mit WBS in Berlin-Hellersdorf,Tangermünder Straße 85  12627 Berlin,12627,288.8,444.73,1.0,44.43,2020,https://www.immonet.de/angebot/41649296
788,WATERKANT Neubau Erstbezug Mit WBS + §9 Einkommensbescheinigung,Zernseestr. 7  13599 Berlin,13599,450.08,635.74,2.0,56.26,2020,https://www.immonet.de/angebot/41667556
789,Altbau Wohnung mit EBK,Sachsenhausener Str. 15  16515 Oranienburg,16515,520.0,650.0,2.0,58.0,1909,https://www.immonet.de/angebot/41494964
790,großzügige Terrasse sucht neuen Nutzer,Lehniner Straße 105  14822 Borkwalde,14822,770.0,990.0,4.0,94.21,1994,https://www.immonet.de/angebot/41406071
791,Wohnung möbliert zu vermieten,Geisenheimer Str.  14197 Berlin,14197,1189.0,1345.0,2.0,61.0,NA,https://www.immonet.de/angebot/41173977
792,"1, 2/2  Raum Wohnung - Dachgeschoss Dahmer Str",Dahmerstr. 43  14943 Luckenwalde,14943,447.18,574.12,2.5,57.7,NA,https://www.immonet.de/angebot/41442655
